startupName,startupActivitySector,startupCreatedAt,startupLogo,startupWebsite,startupLabelDate,startupDescription,startupFounders,startupEmail,startupPhone
Food4Future,HealthTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Food4future.png,null,05/2020,F4F develops connected devices for the production of Fresh Spirulina at home.,Insaf Ayari,n.a.,n.a.
The Package Center,Real Estate Tech,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo_whitebackground0622.png,https://www.PackageCenter.com,05/2023,"The Package Center, Inc. offers the best technology available to make delivering, storing, and receiving packages at your residence or office convenient, secure, and timely.  The Package Center, Inc.’s smart Lockers, website interface, mobile app and proprietary software offer a convenient, secure, and electronically managed solution to an ever-growing and multifaceted problem.",Souheil Sassi,souheil.sassi@packagecenter.com,0013525629523
KYUFI,Consumer products and services,2013,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Kyufi.png,http://www.kyufi.com,03/2020,KYUFI's activity consists in the manufacturing of a 100% natural and 100% authentic soluble tea from a totally innovative production process.,"Tarek TALBI, ",n.a.,n.a.
ACCENT,Consumer products and services,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Accent.png,http://accent.tn,03/2020,"Implementation of interconnection between the Internet and objects, places and physical environments, often known as the IoT Model.","Mohamed MASMOUDI, Malek ALOULOU, Moez AFFES",n.a.,n.a.
Makrem Manufacturing,Advanced Manufacturing & Robotics,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,null,03/2020,Makrem Manufacturing develops self-lidding cup holders to contribute to beverage hygiene for the benefit of users,Makrem Gharbi,n.a.,n.a.
Etakwin,EdTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/4-Etakwin.png,http://etakwin.com,09/2020,"Etakwin is a learning management system, LMS and videoconference for companies and training centers.","Sawsan Bellaj, Moez Bouhlel, Mhammed Bellaj",n.a.,n.a.
La relation client à l’ère du digital,Business Software and services,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/gomybiz.png,http://www.gomybiz.co,04/2020,Go Mybiz offers a suite of customer relationship management software that enables small and medium-sized businesses to digitalize their end-to-end customer journey in an omnichannel way.,"Mohamed Achraf Gabsi, Yassine Touati, Sofiene Djait, Mehdi Touati",info@gomybiz.co,+21671100110
Resa Privee,TravelTech,2015,https://admin.startup.gov.tn/storage/application_sessions/images/logos/tunisieco.png,http://www.tunisie.co,04/2020,MarketPlace around Alternative Tourism and Culture with a platform for booking activities,"Khaled Aouij, Abir Fares",n.a.,n.a.
L G P,HealthTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/L-G-P.png,null,12/2020,LGP is a marketplace that connects suppliers/service providers with pharmacists.,Ahmed AFFES,n.a.,n.a.
Elco Solutions,Advanced Manufacturing & Robotics,2016,https://admin.startup.gov.tn/storage/application_sessions/images/logos/ElcoSolutions.png,https://www.elco-solutions.de/,12/2020,"ELCO Solutions offers a customized MES that allows to visualize, track and evaluate performance indicators of production lines.",Wajdi Darmoul,n.a.,n.a.
DEDALE SOLUTIONS,Fintech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/3-Dedale-Solutions.png,http://dedale-solutions.com,09/2020,DEDALE SOLUTIONS is a multi-site digital platform creation solution for financial institutions grouping several data and content management modules.,"Hichem Elloumi, Fatma Mokadmi, Riadh Brinis, Khalil Masmoudi",n.a.,n.a.
sportopia,Wellness,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Sportopia.png,http://www.thesportopia.com,03/2020,Sportopia is a platform that aims to create a sports community.,"Houssem Sellami, Oussema Noureddine Metoui",n.a.,n.a.
Raheeq - رحيق,Agritech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Raheeq.png,http://www.aasla.tn,10/2020,"Aasla provides beekeepers with a new hive system to harvest their honey in less time, with less effort and less expense.",Hamza Nechi,n.a.,n.a.
On hand Apps,Business Software and services,2021,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://www.onhandapps.com,01/2022,"On Hand Apps développe et commercialise des applications utilitaires simples et pratiques qui permettent notamment de localiser des airpods perdus, imprimer, scanner et signer des documents","Foued Amiri, Malek Amiri",n.a.,n.a.
Edutest,EdTech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/edutest.png,http://www.edutest.tn,03/2020,Edutest is an online platform that helps young people learn English and find opportunities with scholarships abroad,"Saeed Zarrouk, Imen Yahyaoui",n.a.,n.a.
KICK LIGHT,Wellness,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/REDUP.png,http://red-up.com/,10/2021,The KICK LIGHT is a tool for evaluating and training reaction time to visual stimuli.,Med Amir Lahmar,n.a.,n.a.
Services voitures épaves (SVE),Business Software and services,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,null,12/2020,"Services Voitures Epaves allows to digitalize and facilitate transactions between insurance companies, wreckers and car experts in the field of wrecked cars.","Farah M'seddi, Slim M'seddi, Jalel SATOURI",n.a.,n.a.
School Upgrader,EdTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/14-School-upgrader.png,https://schoolupgrader.com/,09/2020,"School Upgrader offers an E-learning solution (LMS & Live Classroom) for any educational organization, with a monthly fee and the possibility of custom development.","Khalil Ben Zineb, Oussama Ben Zineb",n.a.,n.a.
Allô Réparateur,Commerce and shopping,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/AlloReparateur.png,                                 http://www.allo-reparateur.tn,07/2020,Allo Réparateur is specialized in the repair of all types of domestic and industrial electronic devices with a network of laboratories throughout Tunisia.,"Aymen Bouchoucha, Mohamed Saïd El Behi",n.a.,n.a.
CUIDA,Business Software and services,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/CUIDA.png,https://www.cuida.tn,02/2022,"Cuida is a platform that digitizes the physiotherapy business through center management, digitization of patient records and document management","Kamel SANAI, Yousri FILALI, Majdi SIDAOUI, FARHAT AKROUT, Houssem eddine SANAI, Walid ZAGHDOUD, Amel saif ennasser, Ameni Jebahi",n.a.,n.a.
Mymall.tn,Commerce and shopping,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Mymall.tn.png,http://www.mymall.tn,02/2021,Mymall.tn allows brands to destock their goods while preserving their brand image. It is about ephemeral sales allowing brands to sell at reduced prices.,Inès Béjar,n.a.,n.a.
Idaraty.tn,Business Software and services,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/IDARTY.png,https://idaraty.tn/?from=label-startup,02/2021,Description: Idaraty is a platform that facilitates the relationship between citizens and public institutions in Tunisia,Ahmed Zoghlami,n.a.,n.a.
Coinsence,Fintech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Coinsense.png,http://Coinsence.com,03/2020,"Coinsence offers a collaborative platform that allows organizations and communities to issue their own community currency to activate resources, facilitate exchange and fund collaborative projects.",Karim Chabrak,n.a.,n.a.
Bionics,HealthTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/13-NeoBionics.png,http://www.neo-bionics.com,07/2021,"NeoBionics designs, manufactures and develops upper and lower limb prostheses for amputees based on muscle signals and Artificial Intelligence.","Monaam Ayachi, Ikhlas Ayachi",n.a.,n.a.
Controlmed,Agritech,2014,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Controlmed.png,https://controlmed2.cms.webnode.fr/,03/2021,ControlMed is specialized in mass production of useful insects for agriculture and the exploitation of the data received through biosensors for the adaptation of the treatment strategy by insects.,Faten Hamdi,n.a.,n.a.
KTN,Business Software and services,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/18-KTN-TRAFFIC.png,http://ktntraffic.wixsite.com/website,07/2021,KTN TRAFIC is a device composed of a universal karakuri checkout and an integrated smartphone support in addition to a mobile application for the control and traceability of the payments of the collective cabs Louage.,Mohamed Salah Zaggar,n.a.,n.a.
Hand & Crafts,Commerce and shopping,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Hand-Crafts.png,http://www.handandcrafts.com,06/2020,"Hand&Crafts is an e-commerce platform that highlights the work of Tunisian rural women and offers a wide range of handicrafts such as tableware, jewelry, carpets, ceramics, interior decoration and textiles.","Asma Bayouli, Ameni Ben Hmida",n.a.,n.a.
JuniorsCV,EdTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/8-STE-JUNIORS-CV.png,http://www.juniorscv.com/,08/2021,JuniorsCV is a professional network for students and young graduates to help them enter the job market.,"Samy Jaidène, Mayassa Fehaiem",n.a.,n.a.
VARWARE,HealthTech,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo.png,https://www.varware.tn/,05/2022,Varware is an innovative labeled startup located in Tunisia. We specialize on delivering advanced softwares for different businesses mainly the healthcare industry using various technologies and AI algorithms. Our process relies on methods and techniques levraging our experienced team and diversified skills.,"Raafat Hamdi, Amine Selmi",ram.6.rc@gmail.com,54911217
Ma Formation Privée,EdTech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Ma-Formation-Privee.png,https://maformation-privee.com/,12/2020,"Ma Formation Privée is a Marketplace for the sale of online training courses in the field of well-being, personal development, alternative therapies at reduced prices, anywhere in French-speaking countries.",Helmi Mzah,n.a.,n.a.
DIGITIN,Advanced Manufacturing & Robotics,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/DIGITIN.png,http://www.digitin.net/,10/2021,"DIGITIN "" Digitalization & Innovation "" ensures the implementation of an AGV (Automated Guided Vehicle) system for the transportation of loads within factories and warehouses.",Aymen Bergaoui,n.a.,n.a.
Smart House Tunisia,Consumer products and services,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/DomHome.png,http://www.domhome.tn,10/2020,DomHome designs and manufactures smart touch switches for connected buildings.,"Chouchene Achref, Yasmine Ben Ameur, Souilem Seif, Siwar Boufares",n.a.,n.a.
WKF par FLEXITEK,HealthTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/WKF.png,https://wkf.flexi-tek.com/,02/2021,"WKF is a business software for communication agencies, marketing agencies and web agencies, built around automata that guide the user in his business process.","Alexandre FLORES, Mohamed JOMAA",n.a.,n.a.
HawKar,Mobility,2018,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,www.hawkar.tn,02/2023,"HawKar is a socially innovative Tunisian startup, specially dedicated to people with reduced mobility.

With HawKar your daily life becomes easy & you are finally free to move independently! HawKar solves the problems & failures of the infrastructure and public transport that are unsuitable for people with disabilities.","Khadija Jallouli, Seifeddine Aissa",contact@hawkar.tn,n.a.
D-WEE,HealthTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/STED-WEE.png,null,12/2020,D-WEE is a start-up specialized in the development of medical equipment and especially breathing machines.,"Mohamed Mabrouk, Nemine Marzouki, Taha Grach, Bassem Mlayah",n.a.,n.a.
Data For Brands,Business Software and services,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Data for Brands.jpeg,http://www.dataforbrands.com,02/2022,"Data for Brands is a platform that is based on artificial intelligence and the Machine Learning to generate analytical reports, which describe the activity and digital reputation of brands with an online presence.","Idris Bachali Iosada, Abir Chérif",n.a.,n.a.
